OBJECTID,Address Grid High,Address Grid Low,ENG_UNIQUE,Township Id,Road Id,Segment Id,Subsegment Id,Right City,Left County,Right County,Left State,Right State,Left FIPS,Right FIPS,Cardinality,Number of Lanes,Speed,Left City,Left Township,Right Township,Jurisdiction,Beginning Log Point,3D Length,Surface Type,Travel Direction,Reverse Direction,Divided,Alternate Pre Direction,Alternate Street Name,Alternate Suffix Direction,Alternate Street Type,End Log Point,Beginning Log Point 2,End Log Point 2,NLFID 2,Overlapping Road,Road ID,Pre Direction,Suffix Direction,Left To Address,Left From Address,Right To Address,Right From Address,Left Zip Code,Right Zip Code,Street Name,Street Type,Road Number,NLFID,Pre Type,Full Street Name,PNAME,Left Community,Right Community,Shield,SHAPE__Length
69,122,1, ,,61,139,0, ,DEL,DEL,OH,OH,59262,59262,C,2,25, ,OXFORD TWP,OXFORD TWP,P,0,0,P,B, ,N,NORTH/,GROVE/WOOLEY PARK, ,ST/,0,0,0, , ,1261013900,N, ,121,121,122,120,43003,43003,GROVE,ST,80406,PDELTR80406**C, ,N GROVE ST,GROVE,OXFORD TWP,OXFORD TWP, ,80.2518709903189
70,151,101, ,,61,88,1,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,20,ASHLEY, , ,P,0,0,P,B, ,N, ,NORTH WOOD, , ,0,0,0, , ,1261008801, , ,0,0,103,101,43003,43003,NORTHWOOD,DR,80004,PDELMR80004**C, ,NORTHWOOD DR,NORTHWOOD,ASHLEY,ASHLEY, ,48.8231920118953
71,0,0, ,,65,59,0, ,DEL,DEL,OH,OH,47908,47908,C,1,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, , , , ,0,0,0, , ,1065005900, , ,0,0,0,0,43003,43003, , ,6,SDELNR00006**C, , , ,MARLBORO TWP,MARLBORO TWP, ,34.6457885509776
72,203,5, ,,15,79,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///NORTH,US HIGHWAY 42/US 42/US HWY 42/FRANKLIN,N/N/N/,///ST,0,0,0,SDELUS00042**C,Y,1215007900,N, ,203,201,0,0,43003,43003,FRANKLIN,ST,42,SDELUS00042**C, ,N FRANKLIN ST,FRANKLIN,ASHLEY,ASHLEY, ,81.6693188918804
73,113,2, ,,55,67,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,1255006700, , ,2,22,7,19,43003,43003,VINE,ST,1115,MDELMR01115**C, ,VINE ST,VINE,ASHLEY,ASHLEY, ,336.525859810497
74,0,0, ,,65,46,0, ,DEL,DEL,OH,OH,47908,47908,C,1,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, , , , ,0,0,0, , ,1065004600, , ,0,0,0,0,43003,43003, , ,6,SDELNR00006**C, , , ,MARLBORO TWP,MARLBORO TWP, ,60.164885860524
75,0,0, ,,65,58,0, ,DEL,DEL,OH,OH,47908,47908,C,1,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, , , , ,0,0,0, , ,1065005800, , ,0,0,0,0,43003,43003, , ,6,SDELNR00006*AC, , , ,MARLBORO TWP,MARLBORO TWP, ,24.2647997410748
76,0,0, ,,65,49,0, ,DEL,DEL,OH,OH,47908,47908,C,1,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, , , , ,0,0,0, , ,1065004900, , ,0,0,0,0,43003,43003, , ,6,SDELNR00006**C, , , ,MARLBORO TWP,MARLBORO TWP, ,20.4744807392857
77,0,0, ,,65,55,0, ,DEL,DEL,OH,OH,47908,47908,C,1,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, , , , ,0,0,0, , ,1065005500, , ,0,0,0,0,43003,43003, , ,6,SDELNR00006**C, , , ,MARLBORO TWP,MARLBORO TWP, ,18.3751624504395
78,0,0, ,,65,52,0, ,DEL,DEL,OH,OH,47908,47908,C,1,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, , , , ,0,0,0, , ,1065005200, , ,0,0,0,0,43003,43003, , ,6,SDELNR00006**C, , , ,MARLBORO TWP,MARLBORO TWP, ,22.9307975486129
79,0,0, ,,65,47,0, ,DEL,DEL,OH,OH,47908,47908,C,2,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1065004700, , ,0,0,0,0,43003,43003, , ,115,SDELNR00115**C, , , ,MARLBORO TWP,MARLBORO TWP, ,327.682815544964
80,226,202, ,,55,86,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255008600, , ,212,202,0,0,43003,43003,BARTON,ST,2,MDELMR00002**C, ,BARTON ST,BARTON,ASHLEY,ASHLEY, ,178.084874393513
81,20,2, ,,55,88,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255008800, , ,0,0,20,18,43003,43003,NORTHRUP,ST,3,MDELMR00003**C, ,NORTHRUP ST,NORTHRUP,ASHLEY,ASHLEY, ,75.8544540246044
82,226,202, ,,55,87,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255008700, , ,226,218,215,215,43003,43003,BARTON,ST,2,MDELMR00002**C, ,BARTON ST,BARTON,ASHLEY,ASHLEY, ,112.212704082384
83,115,14, ,,55,66,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255006600, , ,115,111,0,0,43003,43003,WALL,ST,5,MDELMR00005**C, ,WALL ST,WALL,ASHLEY,ASHLEY, ,84.3934781713201
84,0,0, ,,65,59,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265005900, , ,0,0,0,0,43003,43003, ,ALY,7,MDELAL00007**C, ,ALY, ,ASHLEY,ASHLEY, ,182.43096892994
85,0,0, ,,65,68,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265006800, , ,0,0,0,0,43003,43003, ,ALY,8,MDELAL00008**C, ,ALY, ,ASHLEY,ASHLEY, ,230.404503531678
86,203,5, ,,15,78,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///NORTH,US HIGHWAY 42/US 42/US HWY 42/FRANKLIN,N/N/N/,///ST,0,0,0,SDELUS00042**C,Y,1215007800,N, ,111,107,0,0,43003,43003,FRANKLIN,ST,42,SDELUS00042**C, ,N FRANKLIN ST,FRANKLIN,ASHLEY,ASHLEY, ,95.1593963923627
87,0,0, ,,65,69,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265006900, , ,0,0,0,0,43003,43003, ,ALY,9,MDELAL00009**C, ,ALY, ,ASHLEY,ASHLEY, ,75.9009696556553
88,120,5, ,,55,56,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255005600, , ,0,0,0,0,43003,43003,RACE,ST,4,MDELMR00004**C, ,RACE ST,RACE,ASHLEY,ASHLEY, ,39.9767478683175
89,0,0, ,,65,56,0, ,DEL,DEL,OH,OH,47908,47908,C,2,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1065005600, , ,0,0,0,0,43003,43003, , ,113,SDELNR00113**C, , , ,MARLBORO TWP,MARLBORO TWP, ,259.002180692556
90,120,5, ,,55,55,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255005500, , ,11,11,0,0,43003,43003,RACE,ST,4,MDELMR00004**C, ,RACE ST,RACE,ASHLEY,ASHLEY, ,44.3457562971686
91,115,14, ,,55,65,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255006500, , ,0,0,0,0,43003,43003,WALL,ST,5,MDELMR00005**C, ,WALL ST,WALL,ASHLEY,ASHLEY, ,85.3887233640931
92,112,1, ,,55,60,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N,WEST,TAYLOR, ,ST,0,0,0, , ,1255006000,W, ,102,112,103,111,43003,43003,TAYLOR,ST,7,MDELMR00007**C, ,W TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,181.869004351571
93,0,0, ,,65,71,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265007100, , ,0,0,0,0,43003,43003, ,ALY,10,MDELAL00010**C, ,ALY, ,ASHLEY,ASHLEY, ,84.9419548358955
94,112,1, ,,55,70,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N,WEST,TAYLOR, ,ST,0,0,0, , ,1255007000,W, ,2,20,1,19,43003,43003,TAYLOR,ST,7,MDELMR00007**C, ,W TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,229.63280715734
95,203,5, ,,15,77,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///NORTH,US HIGHWAY 42/US 42/US HWY 42/FRANKLIN,N/N/N/,///ST,0,0,0,SDELUS00042**C,Y,1215007700,N, ,103,101,0,0,43003,43003,FRANKLIN,ST,42,SDELUS00042**C, ,N FRANKLIN ST,FRANKLIN,ASHLEY,ASHLEY, ,85.070341380927
96,10,6, ,,55,89,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255008900, , ,10,6,7,7,43003,43003,WILLIAMS,ST,8,MDELMR00008**C, ,WILLIAMS ST,WILLIAMS,ASHLEY,ASHLEY, ,151.229705351358
97,421,205, ,,55,93,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,EAST,TAYLOR, ,ST,0,0,0, , ,1255009300,E, ,212,206,211,205,43003,43003,TAYLOR,ST,9,MDELMR00009**C, ,E TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,136.388315225485
98,421,205, ,,55,94,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,EAST,TAYLOR, ,ST,0,0,0, , ,1255009400,E, ,216,214,0,0,43003,43003,TAYLOR,ST,9,MDELMR00009**C, ,E TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,44.4212534992465
99,20,2, ,,55,90,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255009000, , ,15,15,16,2,43003,43003,NORTHRUP,ST,3,MDELMR00003**C, ,NORTHRUP ST,NORTHRUP,ASHLEY,ASHLEY, ,149.595424411041
100,421,205, ,,55,95,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,EAST,TAYLOR, ,ST,0,0,0, , ,1255009500,E, ,222,218,223,223,43003,43003,TAYLOR,ST,9,MDELMR00009**C, ,E TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,69.7946412237587
101,0,0, ,,65,91,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265009100, , ,0,0,0,0,43003,43003, ,ALY,11,MDELAL00011**C, ,ALY, ,ASHLEY,ASHLEY, ,144.521308773138
102,421,205, ,,55,96,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,EAST,TAYLOR, ,ST,0,0,0, , ,1255009600,E, ,308,230,309,225,43003,43003,TAYLOR,ST,9,MDELMR00009**C, ,E TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,67.006698214853
103,122,1, ,,55,139,1,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,NORTH,GROVE, ,ST,0,0,0, , ,1255013901,N, ,119,107,118,108,43003,43003,GROVE,ST,10,MDELMR00010**C, ,N GROVE ST,GROVE,ASHLEY,ASHLEY, ,172.067779082302
104,421,205, ,,55,97,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,EAST,TAYLOR, ,ST,0,0,0, , ,1255009700,E, ,418,310,421,401,43003,43003,TAYLOR,ST,9,MDELMR00009**C, ,E TAYLOR ST,TAYLOR,ASHLEY,ASHLEY, ,159.782648704775
105,120,5, ,,55,54,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255005400, , ,9,5,8,8,43003,43003,RACE,ST,4,MDELMR00004**C, ,RACE ST,RACE,ASHLEY,ASHLEY, ,85.2818450281348
106,115,14, ,,55,64,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255006400, , ,15,15,14,14,43003,43003,WALL,ST,5,MDELMR00005**C, ,WALL ST,WALL,ASHLEY,ASHLEY, ,84.9301629073552
107,0,0, ,,65,61,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265006100, , ,0,0,0,0,43003,43003, ,ALY,1,MDELAL00001**C, ,ALY, ,ASHLEY,ASHLEY, ,180.515390597597
108,0,0, ,,65,53,0, ,DEL,DEL,OH,OH,47908,47908,C,2,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1065005300, , ,0,0,0,0,43003,43003, , ,117,SDELNR00117**C, , , ,MARLBORO TWP,MARLBORO TWP, ,461.418718295003
109,0,0, ,,65,50,0, ,DEL,DEL,OH,OH,47908,47908,C,2,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1065005000, , ,0,0,0,0,43003,43003, , ,114,SDELNR00114**C, , , ,MARLBORO TWP,MARLBORO TWP, ,330.108318017275
110,0,0, ,,65,73,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265007300, , ,0,0,0,0,43003,43003, ,ALY,2,MDELAL00002**C, ,ALY, ,ASHLEY,ASHLEY, ,238.205927620691
111,4,1, ,,55,108,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,NORTH,HARRISON, ,ST,0,0,0, , ,1255010800,N, ,3,1,4,2,43003,43003,HARRISON,ST,11,MDELMR00011**C, ,N HARRISON ST,HARRISON,ASHLEY,ASHLEY, ,84.6343182229502
112,0,0, ,,55,109,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255010900, , ,0,0,0,0,43003,43003,FARMERS,ALY,12,MDELMR00012**C, ,FARMERS ALY,FARMERS,ASHLEY,ASHLEY, ,130.131253102221
113,0,0, ,,65,107,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265010700, , ,0,0,0,0,43003,43003, ,ALY,3,MDELAL00003**C, ,ALY, ,ASHLEY,ASHLEY, ,84.9566228531492
114,7000,2001, ,,21,48,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1221004800, , ,4893,4543,4966,4590,43003,43003,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,OXFORD TWP,OXFORD TWP,SR-229,1103.67512637919
115,122,1, ,,55,98,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,NORTH,GROVE, ,ST,0,0,0, , ,1255009800,N, ,3,1,4,2,43003,43003,GROVE,ST,10,MDELMR00010**C, ,N GROVE ST,GROVE,ASHLEY,ASHLEY, ,86.0401001005602
116,120,5, ,,55,53,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255005300, , ,0,0,0,0,43003,43003,RACE,ST,4,MDELMR00004**C, ,RACE ST,RACE,ASHLEY,ASHLEY, ,85.654103358205
117,115,14, ,,55,63,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255006300, , ,0,0,0,0,43003,43003,WALL,ST,5,MDELMR00005**C, ,WALL ST,WALL,ASHLEY,ASHLEY, ,86.2247517244339
118,254,2, ,,25,62,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B,True,N,WEST///,HIGH/STATE ROUTE 229/SR 229/ST RT 229, ,ST///,0,0,0, , ,1225006200,W, ,102,118,103,123,43003,43003,HIGH,ST,229,SDELSR00229**C, ,W HIGH ST,HIGH,ASHLEY,ASHLEY, ,180.104745583186
119,203,5, ,,15,75,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///NORTH,US HIGHWAY 42/US 42/US HWY 42/FRANKLIN,N/N/N/,///ST,0,0,0,SDELUS00042**C,Y,1215007500,N, ,0,0,0,0,43003,43003,FRANKLIN,ST,42,SDELUS00042**C, ,N FRANKLIN ST,FRANKLIN,ASHLEY,ASHLEY, ,92.062225545156
120,254,2, ,,25,74,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B,True,N,WEST///,HIGH/STATE ROUTE 229/SR 229/ST RT 229, ,ST///,0,0,0, , ,1225007400,W, ,2,42,21,43,43003,43003,HIGH,ST,229,SDELSR00229**C, ,W HIGH ST,HIGH,ASHLEY,ASHLEY, ,201.975815429423
121,4,1, ,,55,106,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,NORTH,HARRISON, ,ST,0,0,0, , ,1255010600,N, ,0,0,0,0,43003,43003,HARRISON,ST,11,MDELMR00011**C, ,N HARRISON ST,HARRISON,ASHLEY,ASHLEY, ,84.3556968570295
122,600,1, ,,25,110,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///EAST,STATE ROUTE 229/SR 229/ST RT 229/HIGH, ,///ST,0,0,0, , ,1225011000,E, ,120,100,119,101,43003,43003,HIGH,ST,229,SDELSR00229**C, ,E HIGH ST,HIGH,ASHLEY,ASHLEY, ,117.215407882072
123,600,1, ,,25,105,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///EAST,STATE ROUTE 229/SR 229/ST RT 229/HIGH, ,///ST,0,0,0, , ,1225010500,E, ,220,202,219,201,43003,43003,HIGH,ST,229,SDELSR00229**C, ,E HIGH ST,HIGH,ASHLEY,ASHLEY, ,182.014767624614
124,600,1, ,,25,103,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///EAST,STATE ROUTE 229/SR 229/ST RT 229/HIGH, ,///ST,0,0,0, , ,1225010300,E, ,304,302,305,305,43003,43003,HIGH,ST,229,SDELSR00229**C, ,E HIGH ST,HIGH,ASHLEY,ASHLEY, ,85.0263777256385
125,8900,8260,HORSESHOE,,31,38,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1231003800, , ,8801,8383,8844,8260,43003,43003,HORSESHOE,RD,220,CDELCR00220**C, ,HORSESHOE RD,HORSESHOE,OXFORD TWP,OXFORD TWP, ,1492.94744395224
126,2000,1900, ,,41,37,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1241003700, , ,1983,1983,0,0,43003,43003,COLE,RD,228,TDELTR00228**C, ,COLE RD,COLE,OXFORD TWP,OXFORD TWP, ,7.39551744524111
127,1982,1500, ,,41,86,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1041008600, , ,0,0,0,0,43003,43003,COLE,RD,228,TDELTR00228**C, ,COLE RD,COLE,MARLBORO TWP,MARLBORO TWP, ,50.0005261548629
128,122,1, ,,55,101,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N,NORTH,GROVE, ,ST,0,0,0, , ,1255010100,N, ,0,0,0,0,43003,43003,GROVE,ST,10,MDELMR00010**C, ,N GROVE ST,GROVE,ASHLEY,ASHLEY, ,84.2747873386162
129,600,1, ,,25,102,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///EAST,STATE ROUTE 229/SR 229/ST RT 229/HIGH, ,///ST,0,0,0, , ,1225010200,E, ,412,400,413,403,43003,43003,HIGH,ST,229,SDELSR00229**C, ,E HIGH ST,HIGH,ASHLEY,ASHLEY, ,151.079302767411
130,7800,71, ,,21,68,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,S,0,0,P,B, ,N, ,SR 203/ST RT 203/203, , ,0,0,0, , ,1421006800, , ,6485,6431,6230,6230,43066,43066,203, ,203,SDELSR00203**C,STATE ROUTE,STATE ROUTE 203,STATE ROUTE 203,RADNOR TWP,RADNOR TWP,SR-203,1618.29781240257
131,600,1, ,,25,100,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///EAST,STATE ROUTE 229/SR 229/ST RT 229/HIGH, ,///ST,0,0,0, , ,1225010000,E, ,502,500,503,501,43003,43003,HIGH,ST,229,SDELSR00229**C, ,E HIGH ST,HIGH,ASHLEY,ASHLEY, ,69.6545369260279
132,0,0, ,,65,99,1,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,1,20,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1265009901, , ,0,0,0,0,43003,43003, ,ALY,4,MDELAL00004**C, ,ALY, ,ASHLEY,ASHLEY, ,264.82066498039
133,600,1, ,,25,100,2,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B, ,N,///EAST,STATE ROUTE 229/SR 229/ST RT 229/HIGH, ,///ST,0,0,0, , ,1225010002,E, ,512,504,513,505,43003,43003,HIGH,ST,229,SDELSR00229**C, ,E HIGH ST,HIGH,ASHLEY,ASHLEY, ,85.4135664208461
134,8259,7301,HORSESHOE,,31,84,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1031008400, , ,0,0,0,0,43003,43003,HORSESHOE,RD,220,CDELCR00220**C, ,HORSESHOE RD,HORSESHOE,MARLBORO TWP,MARLBORO TWP, ,38.5188468077666
135,1982,1500, ,,41,85,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1041008500, , ,0,0,0,0,43003,43003,COLE,RD,228,TDELTR00228*AC, ,COLE RD,COLE,MARLBORO TWP,MARLBORO TWP, ,40.9984455163136
136,7000,2001, ,,21,140,2, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1221014002, , ,6297,6297,6350,6020,43003,43003,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,OXFORD TWP,OXFORD TWP,SR-229,1014.48569823432
137,341,21, ,,15,112,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,35,ASHLEY, , ,M,0,0,P,B,True,N,///SOUTH,US HIGHWAY 42/US 42/US HWY 42/FRANKLIN,N/N/N/,///ST,0,0,0,SDELUS00042**C,Y,1215011200,S, ,21,199,0,0,43003,43003,FRANKLIN,ST,42,SDELUS00042**C, ,S FRANKLIN ST,FRANKLIN,ASHLEY,ASHLEY, ,195.845784175049
138,7000,2001, ,,21,141,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1221014100, , ,6995,6657,6526,6522,43003,43003,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,OXFORD TWP,OXFORD TWP,SR-229,1083.85128122273
139,15,1, ,,55,122,1,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N,SOUTH,HARRISON, ,ST,0,0,0, , ,1255012201,S, ,5,9,2,8,43003,43003,HARRISON,ST,14,MDELMR00014**C, ,S HARRISON ST,HARRISON,ASHLEY,ASHLEY, ,108.230388777457
140,14,1, ,,55,124,1,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N,SOUTH,CENTRAL, ,ST,0,0,0, , ,1255012401,S, ,1,7,4,10,43003,43003,CENTRAL,ST,15,MDELMR00015**C, ,S CENTRAL ST,CENTRAL,ASHLEY,ASHLEY, ,106.378088951502
141,115,3, ,,55,126,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N,S/SOUTH,LAWN/LAWN, ,ST/ST,0,0,0, , ,1255012600, , ,3,9,4,8,43003,43003,LAWN,ST,16,MDELMR00016**C, ,LAWN ST,LAWN,ASHLEY,ASHLEY, ,261.163915041029
142,207,2, ,,55,134,1,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B,True,N,SOUTH,GROVE, ,ST,0,0,0, , ,1255013401,S, ,7,9,2,8,43003,43003,GROVE,ST,17,MDELMR00017**C, ,S GROVE ST,GROVE,ASHLEY,ASHLEY, ,107.172665181522
143,0,0, ,,55,118,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,25,ASHLEY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1255011800, , ,0,0,0,0,43003,43003,COMER,ST,19,MDELMR00019**C, ,COMER ST,COMER,ASHLEY,ASHLEY, ,111.382737875281
